terms,item,year,value
real,gross_value_added_at_basic_prices,2012,10087.7316
real,total_consumption_of_fixed_capital,2012,4774.118911
real,equipment_total_consumption_of_fixed_capital,2012,1918.661357
real,buildings_total_consumption_of_fixed_capital,2012,1195.230221
real,livestock_total_consumption_of_fixed_capital,2012,1660.227334
real,cattle_total_consumption_of_fixed_capital,2012,1036.303717
real,pigs_total_consumption_of_fixed_capital,2012,9.135039038
real,sheep_total_consumption_of_fixed_capital,2012,357.8254641
real,poultry_total_consumption_of_fixed_capital,2012,256.963114
real,net_value_added_at_market_prices,2012,5289.32588
real,net_value_added_at_basic_prices,2012,5313.612689
real,other_taxes_on_production,2012,-144.1719176
real,other_subsidies_on_production,2012,3917.954011
real,net_value_added_at_factor_cost,2012,9087.394783
real,compensation_of_employees,2012,2802.105328
real,rent,2012,587.9455326
real,interest,2012,364.0855593
real,total_income_from_farming,2012,5333.258363
real,entrepreneurial_labour,2012,194.4490083
real,total_income_from_farming_per_unit_of_entrepreneurial_labour,2012,27427.54211
current,output_of_cereals,2011,3230.08976
current,wheat,2011,2321.847602
current,barley,2011,808.8642221
current,oats_and_summer_cereal_mixtures,2011,94.21443461
current,output_of_industrial_crops,2011,1523.598743
current,oilseed_rape,2011,1109.69275
current,protein_crops,2011,103.354044
current,sugar_beet,2011,251.4283687
current,output_of_forage_plants,2011,186.0439482
current,output_of_vegetables_and_horticultural_products,2011,2337.457761
current,fresh_vegetables,2011,1223.549583
current,plants_and_flowers,2011,1113.908178
current,output_of_potatoes,2011,706.2961637
current,output_of_fruit,2011,604.3311302
current,output_of_other_crop_products,2011,474.5030534
current,total_crop_output,2011,9062.320558
current,output_of_livestock,2011,7996.877329
current,livestock_for_meat,2011,6732.084765
current,beef,2011,2573.198636
current,pigmeat,2011,1070.297053
current,mutton_and_lamb,2011,1148.688857
current,poultry,2011,1903.622748
current,livestock_gross_fixed_capital_formation,2011,1264.792564
current,cattle_gross_fixed_capital_formation,2011,630.7868989
current,pigs_gross_fixed_capital_formation,2011,8.038704216
current,sheep_gross_fixed_capital_formation,2011,413.2466024
current,poultry_gross_fixed_capital_formation,2011,212.720358
current,output_of_livestock_products,2011,4387.371008
current,milk,2011,3737.93451
current,eggs,2011,559.4304552
current,total_livestock_output,2011,12384.24834
current,other_agricultural_activities,2011,1025.547718
current,inseparable_non_agricultural_activities,2011,1003.370061
current,output_at_market_prices,2011,23475.48667
current,total_subsidies_less_taxes_on_products,2011,27.257807
current,gross_output_at_basic_prices,2011,23502.74448
current,seeds,2011,760.7613207
current,energy,2011,1380.278239
current,electricity_and_fuels_for_heating,2011,368.6318468
current,motor_and_machinery_fuels,2011,1011.646392
current,fertilisers,2011,1588.90796
current,plant_protection_products,2011,772
current,veterinary_expenses,2011,401.2153297
current,animal_feed,2011,4508.492843
current,compounds,2011,2622.375306
current,straights,2011,1373.792576
current,feed_produced_and_used_on_farm_or_purchased,2011,512.3249608
current,total_maintenance,2011,1444.197651
current,materials_maintenance,2011,900.2325429
current,buildings_maintenance,2011,543.9651082
current,agricultural_services,2011,1025.394405
current,fisim,2011,102.1176481
current,other_goods_and_services,2011,3013.490616
current,total_intermediate_consumption,2011,14996.85601
current,gross_value_added_at_market_prices,2011,8478.630662
current,gross_value_added_at_basic_prices,2011,8505.888469
current,total_consumption_of_fixed_capital,2011,3877.620389
current,equipment_total_consumption_of_fixed_capital,2011,1535.384609
current,buildings_total_consumption_of_fixed_capital,2011,980.3597854
current,livestock_total_consumption_of_fixed_capital,2011,1361.875995
current,cattle_total_consumption_of_fixed_capital,2011,790.7141705
current,pigs_total_consumption_of_fixed_capital,2011,8.142930969
current,sheep_total_consumption_of_fixed_capital,2011,358.1057989
current,poultry_total_consumption_of_fixed_capital,2011,204.9130944
current,net_value_added_at_market_prices,2011,4601.010273
current,net_value_added_at_basic_prices,2011,4628.26808
current,other_taxes_on_production,2011,-121.0073748
current,other_subsidies_on_production,2011,3503.807995
current,net_value_added_at_factor_cost,2011,8011.068699
current,compensation_of_employees,2011,2341.544295
current,rent,2011,478.8905336
current,interest,2011,287.1566418
current,total_income_from_farming,2011,4903.477229
real,output_of_cereals,2011,3907.187613
real,wheat,2011,2808.557924
real,barley,2011,978.4199525
real,oats_and_summer_cereal_mixtures,2011,113.9638522
real,output_of_industrial_crops,2011,1842.978548
real,oilseed_rape,2011,1342.308756
real,protein_crops,2011,125.0193246
real,sugar_beet,2011,304.1332845
real,output_of_forage_plants,2011,225.0428514
real,output_of_vegetables_and_horticultural_products,2011,2827.440315
real,fresh_vegetables,2011,1480.032485
real,plants_and_flowers,2011,1347.40783
real,output_of_potatoes,2011,854.3513732
real,output_of_fruit,2011,731.0122262
real,output_of_other_crop_products,2011,573.9693293
real,total_crop_output,2011,10961.98226
real,output_of_livestock,2011,9673.198693
real,livestock_for_meat,2011,8143.277792
real,beef,2011,3112.597663
real,pigmeat,2011,1294.654854
real,mutton_and_lamb,2011,1389.479305
real,poultry,2011,2302.663943
real,livestock_gross_fixed_capital_formation,2011,1529.920902
real,cattle_gross_fixed_capital_formation,2011,763.0137059
real,pigs_gross_fixed_capital_formation,2011,9.723793416
real,sheep_gross_fixed_capital_formation,2011,499.8721789
real,poultry_gross_fixed_capital_formation,2011,257.3112234
real,output_of_livestock_products,2011,5307.060463
real,milk,2011,4521.487793
real,eggs,2011,676.6993822
real,total_livestock_output,2011,14980.25916
real,other_agricultural_activities,2011,1240.525074
real,inseparable_non_agricultural_activities,2011,1213.698493
real,output_at_market_prices,2011,28396.46498
real,total_subsidies_less_taxes_on_products,2011,32.97164283
real,gross_output_at_basic_prices,2011,28429.43662
real,seeds,2011,920.233625
real,energy,2011,1669.614914
real,electricity_and_fuels_for_heating,2011,445.9051892
real,motor_and_machinery_fuels,2011,1223.709725
real,fertilisers,2011,1921.978013
real,plant_protection_products,2011,933.8281787
real,veterinary_expenses,2011,485.3188868
real,animal_feed,2011,5453.572099
real,compounds,2011,3172.082845
real,straights,2011,1661.769714
real,feed_produced_and_used_on_farm_or_purchased,2011,619.7195402
real,total_maintenance,2011,1746.933241
real,materials_maintenance,2011,1088.941083
real,buildings_maintenance,2011,657.9921584
real,agricultural_services,2011,1240.339624
real,fisim,2011,123.523753
real,other_goods_and_services,2011,3645.184525
real,total_intermediate_consumption,2011,18140.52686
real,gross_value_added_at_market_prices,2011,10255.93812
real,gross_value_added_at_basic_prices,2011,10288.90976
real,total_consumption_of_fixed_capital,2011,4690.454903
real,equipment_total_consumption_of_fixed_capital,2011,1857.234991
real,buildings_total_consumption_of_fixed_capital,2011,1185.864758
real,livestock_total_consumption_of_fixed_capital,2011,1647.355155
real,cattle_total_consumption_of_fixed_capital,2011,956.4652509
real,pigs_total_consumption_of_fixed_capital,2011,9.849868388
real,sheep_total_consumption_of_fixed_capital,2011,433.1726502
real,poultry_total_consumption_of_fixed_capital,2011,247.8673857
real,net_value_added_at_market_prices,2011,5565.483216
real,net_value_added_at_basic_prices,2011,5598.454859
real,other_taxes_on_production,2011,-146.3731819
real,other_subsidies_on_production,2011,4238.28321
real,net_value_added_at_factor_cost,2011,9690.364887
real,compensation_of_employees,2011,2832.383477
real,rent,2011,579.2765217
real,interest,2011,347.3509894
real,total_income_from_farming,2011,5931.353899
real,entrepreneurial_labour,2011,194.373228
real,total_income_from_farming_per_unit_of_entrepreneurial_labour,2011,30515.28217
current,output_of_cereals,2010,2267.092483
current,wheat,2010,1679.821137
current,barley,2010,520.700694
current,oats_and_summer_cereal_mixtures,2010,62.96834402
current,output_of_industrial_crops,2010,1050.501624
current,oilseed_rape,2010,674.110601
current,protein_crops,2010,126.7816259
current,sugar_beet,2010,196.5209072
current,output_of_forage_plants,2010,188.5200328
current,output_of_vegetables_and_horticultural_products,2010,2262.544896
current,fresh_vegetables,2010,1265.538626
current,plants_and_flowers,2010,997.0062697
current,output_of_potatoes,2010,598.2696935
current,output_of_fruit,2010,585.4316021
current,output_of_other_crop_products,2010,439.164668
current,total_crop_output,2010,7391.524999
current,output_of_livestock,2010,7151.898899
current,livestock_for_meat,2010,5944.300641
current,beef,2010,2153.723093
current,pigmeat,2010,978.4822796
current,mutton_and_lamb,2010,978.6426739
current,poultry,2010,1799.037106
current,livestock_gross_fixed_capital_formation,2010,1207.598257
current,cattle_gross_fixed_capital_formation,2010,713.7599776
current,pigs_gross_fixed_capital_formation,2010,7.867832108
current,sheep_gross_fixed_capital_formation,2010,295.4394282
current,poultry_gross_fixed_capital_formation,2010,190.5310195
current,output_of_livestock_products,2010,3973.282235
current,milk,2010,3328.871506
current,eggs,2010,561.2038333
current,total_livestock_output,2010,11125.18113
current,other_agricultural_activities,2010,917.6634206
current,inseparable_non_agricultural_activities,2010,936.3097005
current,output_at_market_prices,2010,20370.67925
current,total_subsidies_less_taxes_on_products,2010,28.597035
current,gross_output_at_basic_prices,2010,20399.27629
current,seeds,2010,737.3003874
current,energy,2010,1215.96986
current,electricity_and_fuels_for_heating,2010,356.5026257
current,motor_and_machinery_fuels,2010,859.467234
current,fertilisers,2010,1339.41892
current,plant_protection_products,2010,711
current,veterinary_expenses,2010,404.7522607
current,animal_feed,2010,4086.831999
current,compounds,2010,2255.147123
current,straights,2010,1387.35621
current,feed_produced_and_used_on_farm_or_purchased,2010,444.3286656
current,total_maintenance,2010,1364.198565
current,materials_maintenance,2010,846.4693285
current,buildings_maintenance,2010,517.7292369
current,agricultural_services,2010,917.5037912
current,fisim,2010,85.76849681
current,other_goods_and_services,2010,2806.730789
current,total_intermediate_consumption,2010,13669.47507
current,gross_value_added_at_market_prices,2010,6701.204185
current,gross_value_added_at_basic_prices,2010,6729.80122
current,total_consumption_of_fixed_capital,2010,3533.685814
current,equipment_total_consumption_of_fixed_capital,2010,1439.719593
current,buildings_total_consumption_of_fixed_capital,2010,940.1041346
current,livestock_total_consumption_of_fixed_capital,2010,1153.862086
current,cattle_total_consumption_of_fixed_capital,2010,679.0929231
current,pigs_total_consumption_of_fixed_capital,2010,7.593807144
current,sheep_total_consumption_of_fixed_capital,2010,291.2765142
current,poultry_total_consumption_of_fixed_capital,2010,175.898842
current,net_value_added_at_market_prices,2010,3167.518371
current,net_value_added_at_basic_prices,2010,3196.115406
current,other_taxes_on_production,2010,-111.7349959
current,other_subsidies_on_production,2010,3520.972341
current,net_value_added_at_factor_cost,2010,6605.352751
current,compensation_of_employees,2010,2225.807734
current,rent,2010,439.5408859
current,interest,2010,229.630547
current,total_income_from_farming,2010,3710.373584
real,output_of_cereals,2010,2800.058084
real,wheat,2010,2074.726456
real,barley,2010,643.1110325
real,oats_and_summer_cereal_mixtures,2010,77.77142841
real,output_of_industrial_crops,2010,1297.461655
real,oilseed_rape,2010,832.5857247
real,protein_crops,2010,156.5864292
real,sugar_beet,2010,242.7205591
real,output_of_forage_plants,2010,232.8387773
real,output_of_vegetables_and_horticultural_products,2010,2794.441415
real,fresh_vegetables,2010,1563.051216
real,plants_and_flowers,2010,1231.3902
real,output_of_potatoes,2010,738.9155512
real,output_of_fruit,2010,723.0593822
real,output_of_other_crop_products,2010,542.4068882
real,total_crop_output,2010,9129.181753
real,output_of_livestock,2010,8833.222499
real,livestock_for_meat,2010,7341.732722
real,beef,2010,2660.036943
real,pigmeat,2010,1208.511447
real,mutton_and_lamb,2010,1208.709548
real,poultry,2010,2221.968636
real,livestock_gross_fixed_capital_formation,2010,1491.489778
real,cattle_gross_fixed_capital_formation,2010,881.5561828
real,pigs_gross_fixed_capital_formation,2010,9.717462814
real,sheep_gross_fixed_capital_formation,2010,364.8936095
real,poultry_gross_fixed_capital_formation,2010,235.3225223
real,output_of_livestock_products,2010,4907.352094
real,milk,2010,4111.448316
real,eggs,2010,693.1359625
real,total_livestock_output,2010,13740.57459
real,other_agricultural_activities,2010,1133.394821
real,inseparable_non_agricultural_activities,2010,1156.424612
real,output_at_market_prices,2010,25159.57578
real,total_subsidies_less_taxes_on_products,2010,35.31984674
real,gross_output_at_basic_prices,2010,25194.89563
real,seeds,2010,910.6306539
real,energy,2010,1501.829441
real,electricity_and_fuels_for_heating,2010,440.3120149
real,motor_and_machinery_fuels,2010,1061.517426
real,fertilisers,2010,1654.299859
real,plant_protection_products,2010,878.1473684
real,veterinary_expenses,2010,499.9045465
real,animal_feed,2010,5047.596013
real,compounds,2010,2785.304517
real,straights,2010,1713.506617
real,feed_produced_and_used_on_farm_or_purchased,2010,548.7848783
real,total_maintenance,2010,1684.904895
real,materials_maintenance,2010,1045.463872
real,buildings_maintenance,2010,639.4410224
real,agricultural_services,2010,1133.197665
real,fisim,2010,105.9316171
real,other_goods_and_services,2010,3466.558728
real,total_intermediate_consumption,2010,16883.00079
real,gross_value_added_at_market_prices,2010,8276.574993
real,gross_value_added_at_basic_prices,2010,8311.89484
real,total_consumption_of_fixed_capital,2010,4364.411953
real,equipment_total_consumption_of_fixed_capital,2010,1778.179989
real,buildings_total_consumption_of_fixed_capital,2010,1161.111072
real,livestock_total_consumption_of_fixed_capital,2010,1425.120893
real,cattle_total_consumption_of_fixed_capital,2010,838.7393296
real,pigs_total_consumption_of_fixed_capital,2010,9.379017946
real,sheep_total_consumption_of_fixed_capital,2010,359.7520456
real,poultry_total_consumption_of_fixed_capital,2010,217.2504996
real,net_value_added_at_market_prices,2010,3912.163041
real,net_value_added_at_basic_prices,2010,3947.482887
real,other_taxes_on_production,2010,-138.0025212
real,other_subsidies_on_production,2010,4348.709698
real,net_value_added_at_factor_cost,2010,8158.190064
real,compensation_of_employees,2010,2749.067797
real,rent,2010,542.8715503
real,interest,2010,283.6138686
real,total_income_from_farming,2010,4582.636848
real,entrepreneurial_labour,2010,191.8871802
real,total_income_from_farming_per_unit_of_entrepreneurial_labour,2010,23881.93335
current,output_of_cereals,2009,2312.432681
current,wheat,2009,1562.376644
current,barley,2009,674.5872425
current,oats_and_summer_cereal_mixtures,2009,71.69910547
current,output_of_industrial_crops,2009,913.3433679
current,oilseed_rape,2009,485.136738
current,protein_crops,2009,135.9661608
current,sugar_beet,2009,246.2510661
current,output_of_forage_plants,2009,189.7879885
current,output_of_vegetables_and_horticultural_products,2009,1966.494472
current,fresh_vegetables,2009,1087.657433
current,plants_and_flowers,2009,878.8370382
current,output_of_potatoes,2009,681.3341908
current,output_of_fruit,2009,569.9182738
current,output_of_other_crop_products,2009,382.6297139
current,total_crop_output,2009,7015.940688
current,output_of_livestock,2009,7026.969253
current,livestock_for_meat,2009,5843.417532
current,beef,2009,2131.10276
current,pigmeat,2009,968.4153056
current,mutton_and_lamb,2009,966.5974467
current,poultry,2009,1590.293769
current,livestock_gross_fixed_capital_formation,2009,1183.551721
current,cattle_gross_fixed_capital_formation,2009,749.5219472
current,pigs_gross_fixed_capital_formation,2009,7.858389984
current,sheep_gross_fixed_capital_formation,2009,238.3830452
current,poultry_gross_fixed_capital_formation,2009,187.7883388
current,output_of_livestock_products,2009,3710.957662
current,milk,2009,3123.410214
current,eggs,2009,530.940556
current,total_livestock_output,2009,10737.92692
current,other_agricultural_activities,2009,868.2742925
current,inseparable_non_agricultural_activities,2009,897.2916596
current,output_at_market_prices,2009,19519.43356
current,total_subsidies_less_taxes_on_products,2009,37.512441
current,gross_output_at_basic_prices,2009,19556.946
current,seeds,2009,778.9785954
current,energy,2009,1101.332989
current,electricity_and_fuels_for_heating,2009,343.5511183
current,motor_and_machinery_fuels,2009,757.7818705
current,fertilisers,2009,1176.166494
current,plant_protection_products,2009,674
current,veterinary_expenses,2009,364.0845519
current,animal_feed,2009,3694.062995
current,compounds,2009,2087.579941
current,straights,2009,1156.044132
current,feed_produced_and_used_on_farm_or_purchased,2009,450.4389229
current,total_maintenance,2009,1280.113517
current,materials_maintenance,2009,789.4713703
current,buildings_maintenance,2009,490.6421468
current,agricultural_services,2009,868.0889135
current,fisim,2009,71.0545164
current,other_goods_and_services,2009,2716.68626
current,total_intermediate_consumption,2009,12724.56883
current,gross_value_added_at_market_prices,2009,6794.864724
current,gross_value_added_at_basic_prices,2009,6832.377165
current,total_consumption_of_fixed_capital,2009,3521.427436
current,equipment_total_consumption_of_fixed_capital,2009,1363.238377
current,buildings_total_consumption_of_fixed_capital,2009,981.9014003
current,livestock_total_consumption_of_fixed_capital,2009,1176.287658
current,cattle_total_consumption_of_fixed_capital,2009,731.440394
current,pigs_total_consumption_of_fixed_capital,2009,8.037206724
current,sheep_total_consumption_of_fixed_capital,2009,269.4795514
current,poultry_total_consumption_of_fixed_capital,2009,167.3305062
current,net_value_added_at_market_prices,2009,3273.437288
current,net_value_added_at_basic_prices,2009,3310.949729
current,other_taxes_on_production,2009,-105.6433741
current,other_subsidies_on_production,2009,3615.567535
current,net_value_added_at_factor_cost,2009,6820.87389
current,compensation_of_employees,2009,2164.586344
current,rent,2009,420.4196179
current,interest,2009,219.9009355
current,total_income_from_farming,2009,4015.966993
real,output_of_cereals,2009,2893.2807
real,wheat,2009,1954.821962
real,barley,2009,844.0333271
real,oats_and_summer_cereal_mixtures,2009,89.70883338
real,output_of_industrial_crops,2009,1142.76137
real,oilseed_rape,2009,606.9957291
real,protein_crops,2009,170.1187983
real,sugar_beet,2009,308.1055993
real,output_of_forage_plants,2009,237.4598529
real,output_of_vegetables_and_horticultural_products,2009,2460.44806
real,fresh_vegetables,2009,1360.860485
real,plants_and_flowers,2009,1099.587574
real,output_of_potatoes,2009,852.4750065
real,output_of_fruit,2009,713.0731009
real,output_of_other_crop_products,2009,478.7404951
real,total_crop_output,2009,8778.238586
real,output_of_livestock,2009,8792.037359
real,livestock_for_meat,2009,7311.195395
real,beef,2009,2666.403453
real,pigmeat,2009,1211.666543
real,mutton_and_lamb,2009,1209.3920660000001
real,poultry,2009,1989.751446
real,livestock_gross_fixed_capital_formation,2009,1480.841964
real,cattle_gross_fixed_capital_formation,2009,937.7904932
real,pigs_gross_fixed_capital_formation,2009,9.832298369
real,sheep_gross_fixed_capital_formation,2009,298.2612509
real,poultry_gross_fixed_capital_formation,2009,234.9579215
real,output_of_livestock_products,2009,4643.093947
real,milk,2009,3907.963491
real,eggs,2009,664.3047715
real,total_livestock_output,2009,13435.13131
real,other_agricultural_activities,2009,1086.371627
real,inseparable_non_agricultural_activities,2009,1122.677716
real,output_at_market_prices,2009,24422.41924
real,total_subsidies_less_taxes_on_products,2009,46.93499727
real,gross_output_at_basic_prices,2009,24469.35424
real,seeds,2009,974.6462047
real,energy,2009,1377.971133
real,electricity_and_fuels_for_heating,2009,429.845949
real,motor_and_machinery_fuels,2009,948.1251839
real,fertilisers,2009,1471.60168
real,plant_protection_products,2009,843.2985782
real,veterinary_expenses,2009,455.5370697
real,animal_feed,2009,4621.955596
real,compounds,2009,2611.948362
real,straights,2009,1446.424886
real,feed_produced_and_used_on_farm_or_purchased,2009,563.582349
real,total_maintenance,2009,1601.658618
real,materials_maintenance,2009,987.7746055
real,buildings_maintenance,2009,613.8840131
real,agricultural_services,2009,1086.139683
real,fisim,2009,88.90233332
real,other_goods_and_services,2009,3399.076648
real,total_intermediate_consumption,2009,15920.78754
real,gross_value_added_at_market_prices,2009,8501.631693
real,gross_value_added_at_basic_prices,2009,8548.56669
real,total_consumption_of_fixed_capital,2009,4405.956602
real,equipment_total_consumption_of_fixed_capital,2009,1705.663183
real,buildings_total_consumption_of_fixed_capital,2009,1228.540141
real,livestock_total_consumption_of_fixed_capital,2009,1471.753278
real,cattle_total_consumption_of_fixed_capital,2009,915.167128
real,pigs_total_consumption_of_fixed_capital,2009,10.05603116
real,sheep_total_consumption_of_fixed_capital,2009,337.1687278
real,poultry_total_consumption_of_fixed_capital,2009,209.3613916
real,net_value_added_at_market_prices,2009,4095.67509
real,net_value_added_at_basic_prices,2009,4142.610087
real,other_taxes_on_production,2009,-132.1793875
real,other_subsidies_on_production,2009,4523.743267
real,net_value_added_at_factor_cost,2009,8534.173967
real,compensation_of_employees,2009,2708.297606
real,rent,2009,526.0226499
real,interest,2009,275.1367155
real,total_income_from_farming,2009,5024.716996
real,entrepreneurial_labour,2009,192.4201717
real,total_income_from_farming_per_unit_of_entrepreneurial_labour,2009,26113.25493
current,output_of_cereals,2008,3180.452134
current,wheat,2008,2270.42835
current,barley,2008,816.6417574
current,oats_and_summer_cereal_mixtures,2008,90.03948296
current,output_of_industrial_crops,2008,1009.604958
current,oilseed_rape,2008,630.6029488
current,protein_crops,2008,130.9015593
current,sugar_beet,2008,208.2896148
current,output_of_forage_plants,2008,142.5644465
current,output_of_vegetables_and_horticultural_products,2008,1908.818416
current,fresh_vegetables,2008,1089.954954
current,plants_and_flowers,2008,818.8634617
current,output_of_potatoes,2008,792.7606596
current,output_of_fruit,2008,534.799434
current,output_of_other_crop_products,2008,334.6915591
current,total_crop_output,2008,7903.691607
current,output_of_livestock,2008,6371.926566
current,livestock_for_meat,2008,5501.877866
current,beef,2008,2071.362442
current,pigmeat,2008,866.1349488
current,mutton_and_lamb,2008,797.902466
current,poultry,2008,1578.539566
current,livestock_gross_fixed_capital_formation,2008,870.0487006
current,cattle_gross_fixed_capital_formation,2008,576.5636541
current,pigs_gross_fixed_capital_formation,2008,6.435694736
current,sheep_gross_fixed_capital_formation,2008,124.8868094
current,poultry_gross_fixed_capital_formation,2008,162.1625425
current,output_of_livestock_products,2008,4018.661289
current,milk,2008,3446.832504
current,eggs,2008,520.2435441
current,total_livestock_output,2008,10390.58785
current,other_agricultural_activities,2008,789.5628895
current,inseparable_non_agricultural_activities,2008,813.3225612
current,output_at_market_prices,2008,19897.16491
current,total_subsidies_less_taxes_on_products,2008,57.49946923
current,gross_output_at_basic_prices,2008,19954.66438
current,seeds,2008,789.8823739
current,energy,2008,1165.69205
current,electricity_and_fuels_for_heating,2008,339.9319964
current,motor_and_machinery_fuels,2008,825.7600539
current,fertilisers,2008,1455.264885
current,plant_protection_products,2008,656
current,veterinary_expenses,2008,338.0986878
current,animal_feed,2008,3863.320305
current,compounds,2008,2185.765582
current,straights,2008,1197.387848
current,feed_produced_and_used_on_farm_or_purchased,2008,480.1668743
current,total_maintenance,2008,1203.759907
current,materials_maintenance,2008,734.1007326
current,buildings_maintenance,2008,469.6591747
current,agricultural_services,2008,789.3359417
current,fisim,2008,114.6797691
current,other_goods_and_services,2008,2619.487034
current,total_intermediate_consumption,2008,12995.52095
current,gross_value_added_at_market_prices,2008,6901.643958
current,gross_value_added_at_basic_prices,2008,6959.143427
current,total_consumption_of_fixed_capital,2008,3426.842488
current,equipment_total_consumption_of_fixed_capital,2008,1280.017456
current,buildings_total_consumption_of_fixed_capital,2008,1055.406941
current,livestock_total_consumption_of_fixed_capital,2008,1091.418091
current,cattle_total_consumption_of_fixed_capital,2008,743.440878
current,pigs_total_consumption_of_fixed_capital,2008,6.807990441
current,sheep_total_consumption_of_fixed_capital,2008,187.9059075
current,poultry_total_consumption_of_fixed_capital,2008,153.2633149
current,net_value_added_at_market_prices,2008,3474.80147
current,net_value_added_at_basic_prices,2008,3532.300939
current,other_taxes_on_production,2008,-102.462991
current,other_subsidies_on_production,2008,3236.805766
current,net_value_added_at_factor_cost,2008,6666.643715
current,compensation_of_employees,2008,2065.459026
current,rent,2008,407.9684392
current,interest,2008,348.7771062
current,total_income_from_farming,2008,3844.439143
real,output_of_cereals,2008,4046.454763
real,wheat,2008,2888.641371
real,barley,2008,1039.004453
real,oats_and_summer_cereal_mixtures,2008,114.5562578
real,output_of_industrial_crops,2008,1284.509441
real,oilseed_rape,2008,802.3092939
real,protein_crops,2008,166.5446345
real,sugar_beet,2008,265.0046183
real,output_of_forage_plants,2008,181.3831994
real,output_of_vegetables_and_horticultural_products,2008,2428.568973
real,fresh_vegetables,2008,1386.737869
real,plants_and_flowers,2008,1041.831103
real,output_of_potatoes,2008,1008.620791
real,output_of_fruit,2008,680.4195208
real,output_of_other_crop_products,2008,425.8244415
real,total_crop_output,2008,10055.78113
real,output_of_livestock,2008,8106.933077
real,livestock_for_meat,2008,6999.97955
real,beef,2008,2635.371974
real,pigmeat,2008,1101.974104
real,mutton_and_lamb,2008,1015.162656
real,poultry,2008,2008.358773
real,livestock_gross_fixed_capital_formation,2008,1106.953528
real,cattle_gross_fixed_capital_formation,2008,733.5556852
real,pigs_gross_fixed_capital_formation,2008,8.188064628
real,sheep_gross_fixed_capital_formation,2008,158.8921334
real,poultry_gross_fixed_capital_formation,2008,206.3176444
real,output_of_livestock_products,2008,5112.899182
real,milk,2008,4385.36762
real,eggs,2008,661.90022
real,total_livestock_output,2008,13219.83225
real,other_agricultural_activities,2008,1004.552303
real,inseparable_non_agricultural_activities,2008,1034.781475
real,output_at_market_prices,2008,25314.94716
real,total_subsidies_less_taxes_on_products,2008,73.15595121
real,gross_output_at_basic_prices,2008,25388.10311
real,seeds,2008,1004.958779
real,energy,2008,1483.097355
real,electricity_and_fuels_for_heating,2008,432.491793
real,motor_and_machinery_fuels,2008,1050.605563
real,fertilisers,2008,1851.517733
real,plant_protection_products,2008,834.6216867
real,veterinary_expenses,2008,430.1592944
real,animal_feed,2008,4915.260533
real,compounds,2008,2780.925849
real,straights,2008,1523.423575
real,feed_produced_and_used_on_farm_or_purchased,2008,610.9111075
real,total_maintenance,2008,1531.530677
real,materials_maintenance,2008,933.988402
real,buildings_maintenance,2008,597.5422753
real,agricultural_services,2008,1004.26356
real,fisim,2008,145.9058267
real,other_goods_and_services,2008,3332.744949
real,total_intermediate_consumption,2008,16534.06039
real,gross_value_added_at_market_prices,2008,8780.886771
real,gross_value_added_at_basic_prices,2008,8854.042722
real,total_consumption_of_fixed_capital,2008,4359.934539
real,equipment_total_consumption_of_fixed_capital,2008,1628.55233
real,buildings_total_consumption_of_fixed_capital,2008,1342.782807
real,livestock_total_consumption_of_fixed_capital,2008,1388.599403
real,cattle_total_consumption_of_fixed_capital,2008,945.8717677
real,pigs_total_consumption_of_fixed_capital,2008,8.661732417
real,sheep_total_consumption_of_fixed_capital,2008,239.0706486
real,poultry_total_consumption_of_fixed_capital,2008,194.9952537
real,net_value_added_at_market_prices,2008,4420.952232
real,net_value_added_at_basic_prices,2008,4494.108183
real,other_taxes_on_production,2008,-130.3625524
real,other_subsidies_on_production,2008,4118.152878
real,net_value_added_at_factor_cost,2008,8481.89851
real,compensation_of_employees,2008,2627.861122
real,rent,2008,519.0538214
real,interest,2008,443.7453303
real,total_income_from_farming,2008,4891.238235
real,entrepreneurial_labour,2008,195.1812969
real,total_income_from_farming_per_unit_of_entrepreneurial_labour,2008,25059.97405
current,output_of_cereals,2007,1948.934795
current,wheat,2007,1324.761818
current,barley,2007,555.4346948
current,oats_and_summer_cereal_mixtures,2007,65.41968463
current,output_of_industrial_crops,2007,701.7965479
current,oilseed_rape,2007,426.4779107
current,protein_crops,2007,80.5238609
current,sugar_beet,2007,161.5262493
current,output_of_forage_plants,2007,131.9209903
current,output_of_vegetables_and_horticultural_products,2007,1822.108666
current,fresh_vegetables,2007,1054.401199
current,plants_and_flowers,2007,767.7074665
current,output_of_potatoes,2007,708.1239544
current,output_of_fruit,2007,459.3032808
current,output_of_other_crop_products,2007,188.93875070000001
current,total_crop_output,2007,5961.126985
current,output_of_livestock,2007,5145.755586
current,livestock_for_meat,2007,4429.583968
current,beef,2007,1623.18564
current,pigmeat,2007,736.2772891
current,mutton_and_lamb,2007,640.6237221
current,poultry,2007,1248.840734
current,livestock_gross_fixed_capital_formation,2007,716.1716187
current,cattle_gross_fixed_capital_formation,2007,409.5779808
current,pigs_gross_fixed_capital_formation,2007,5.325547119
current,sheep_gross_fixed_capital_formation,2007,152.5447885
current,poultry_gross_fixed_capital_formation,2007,148.7233023
current,output_of_livestock_products,2007,3285.946089
current,milk,2007,2823.423919
current,eggs,2007,410.122258
current,total_livestock_output,2007,8431.701675
current,other_agricultural_activities,2007,679.8032394
current,inseparable_non_agricultural_activities,2007,762.890653
